restaurant_id,name,category,price_tier,neighborhood,opening_time,closing_time,average_rating,good_for_kids
886,The Burger Joint,Indian,cheap,Williamsburg,10:00 AM,11:00 PM,4.5,true
887,The BBQ Pit,Thai,cheap,Washington Heights,6:30 AM,11:38 AM,2.5,false
888,The Steakhouse,Chinese,medium,Greenwich Village,7:02 AM,8:33 PM,1.8,true
889,The French Bistro,French,expensive,Washington Heights,10:44 AM,4:57 PM,2.9,true
890,Bella Italia,Mediterranean,expensive,Williamsburg,9:29 AM,8:13 PM,2.8,true
891,The Irish Pub,Vietnamese,expensive,Long Island City,7:40 AM,6:35 PM,3.8,true
892,Bella Italia,Italian,expensive,Hell's Kitchen,7:20 AM,6:45 PM,4.8,true
893,The Irish Pub,Spanish,cheap,Greenwich Village,11:06 AM,3:07 PM,3.7,false
894,The Salad Bar,Thai,expensive,Hell's Kitchen,8:50 AM,3:50 PM,0.1,false
895,The Veggie Patch,Italian,expensive,Jackson Heights,8:12 AM,6:19 PM,0.7,false
896,The Australian Outback,Mediterranean,cheap,Lower East Side,10:29 AM,8:00 PM,4.9,false
897,The Hungry Panda,French,expensive,Bedford-Stuyvesant,7:14 AM,1:34 PM,4.1,true
898,The Noodle Bar,Korean,expensive,Greenwich Village,7:36 AM,7:04 PM,5.0,true
899,Bella Italia,Thai,cheap,Chelsea,11:37 AM,10:45 AM,4.1,false
900,The Hungry Panda,Spanish,cheap,Greenwich Village,8:10 AM,6:16 PM,0.0,true
901,The Korean BBQ,Mexican,medium,Washington Heights,8:59 AM,10:30 PM,3.3,true
902,The Burger Joint,Thai,medium,Bushwick,10:01 AM,3:24 PM,1.6,false
903,The Spanish Tapas Bar,Greek,expensive,Greenwich Village,10:43 AM,7:04 PM,3.9,false
904,The Veggie Patch,Japanese,expensive,Harlem,8:08 AM,6:58 PM,2.6,false
905,The Thai Orchid,Chinese,cheap,Upper East Side,6:52 AM,5:22 PM,2.3,true
906,The Hungry Panda,Japanese,expensive,Chelsea,9:43 AM,9:42 PM,1.4,false
907,The Spice Route,Indian,cheap,Murray Hill,7:57 AM,11:03 PM,2.6,false
908,The Spice Route,Mexican,medium,Hell's Kitchen,10:53 AM,11:32 AM,1.1,false
909,The Steakhouse,French,medium,Williamsburg,7:31 AM,8:40 PM,1.2,true
910,Sushi House,Japanese,medium,Harlem,10:01 AM,4:35 PM,2.3,true
911,The Pasta Place,Turkish,cheap,Washington Heights,10:41 AM,5:01 PM,0.5,true
912,The Pasta Place,Chinese,expensive,Astoria,9:26 AM,1:18 PM,0.1,true
913,The Hungry Panda,Turkish,medium,Hell's Kitchen,9:38 AM,7:33 PM,0.8,true
914,The American Diner,Vietnamese,expensive,Murray Hill,11:50 AM,12:12 PM,1.8,false
915,Cafe Delight,French,medium,Jackson Heights,11:42 AM,11:36 PM,4.1,false
916,The Seafood Shack,Turkish,cheap,Harlem,8:07 AM,9:14 PM,1.0,true
917,The Turkish Kebab,French,medium,Washington Heights,9:54 AM,4:55 PM,2.2,true
918,The Pasta Place,Japanese,expensive,Williamsburg,9:26 AM,12:24 PM,1.1,true
919,The Burger Joint,Mexican,cheap,Upper East Side,10:54 AM,11:18 AM,4.1,true
920,The Burger Joint,Indian,cheap,Washington Heights,7:25 AM,4:59 PM,2.1,false
921,The German Beer Hall,Chinese,cheap,Lower East Side,11:36 AM,10:34 PM,4.0,true
922,The Greek Taverna,Japanese,expensive,Upper East Side,8:44 AM,11:42 PM,4.8,false
923,The Malaysian Hawker Stall,Mexican,cheap,Murray Hill,8:01 AM,12:29 PM,2.8,true
924,The Waffle House,Greek,expensive,Williamsburg,6:17 AM,4:34 PM,3.7,true
925,The Belgian Waffle Cart,Chinese,expensive,Murray Hill,10:50 AM,1:04 PM,3.7,true
926,The Indonesian Satay House,Turkish,expensive,Upper East Side,6:29 AM,4:12 PM,0.8,true
927,The Coffee Bean,Mediterranean,expensive,Upper East Side,8:43 AM,5:06 PM,4.4,true
928,The Indonesian Satay House,Indian,expensive,Washington Heights,11:02 AM,11:22 PM,2.6,true
929,Sushi House,Korean,cheap,Greenwich Village,6:14 AM,10:24 AM,4.9,true
930,The Australian Outback,Mexican,expensive,Hell's Kitchen,9:35 AM,12:58 PM,0.1,false
931,The Ethiopian Injera,American,expensive,Greenwich Village,8:52 AM,9:15 PM,1.6,false
932,The Chinese Dim Sum,Japanese,expensive,Upper East Side,9:00 AM,1:41 PM,4.5,false
933,The Indonesian Satay House,Indian,expensive,Lower East Side,9:30 AM,11:52 PM,4.0,false
934,The Swiss Chocolate Factory,Italian,medium,Park Slope,7:11 AM,5:14 PM,2.8,true
935,The Hungry Panda,Vietnamese,cheap,Hell's Kitchen,10:29 AM,8:36 PM,1.2,true
936,The British Fish and Chips,Indian,medium,Harlem,6:00 AM,10:23 AM,4.8,true
937,The Peruvian Ceviche,Mediterranean,expensive,Upper East Side,11:48 AM,12:58 PM,3.1,false
938,The Brazilian Churrascaria,Greek,medium,Jackson Heights,8:02 AM,12:35 PM,2.5,true
939,The BBQ Pit,Indian,cheap,Greenwich Village,8:32 AM,2:08 PM,4.3,false
940,The Soup Kitchen,Korean,medium,Upper East Side,9:16 AM,6:57 PM,4.9,true
941,The Mexican Cantina,Mexican,expensive,Lower East Side,9:27 AM,6:55 PM,4.9,true
942,The Indian Curry House,Italian,expensive,Bedford-Stuyvesant,11:26 AM,3:57 PM,0.8,false
943,The Irish Pub,Greek,medium,Williamsburg,10:02 AM,7:40 PM,4.9,false
944,The Coffee Bean,French,medium,Park Slope,8:44 AM,10:18 AM,2.3,true
945,The Seafood Shack,Chinese,cheap,Long Island City,7:43 AM,5:10 PM,0.3,false
946,The Thai Orchid,Italian,expensive,Harlem,10:24 AM,10:47 PM,0.5,true
947,The Indian Curry House,American,cheap,Astoria,11:15 AM,8:02 PM,4.9,false
948,Bella Italia,French,expensive,Hell's Kitchen,8:33 AM,6:08 PM,4.4,false
949,The Burger Joint,Chinese,expensive,Hell's Kitchen,6:03 AM,12:47 PM,4.0,false
950,Bella Italia,Korean,expensive,Murray Hill,10:19 AM,12:14 PM,2.2,true
951,The Dutch Pancake House,Brazilian,expensive,Washington Heights,11:18 AM,1:58 PM,0.5,true
952,The Mexican Cantina,Korean,cheap,Washington Heights,9:38 AM,5:29 PM,2.7,false
953,The Chinese Dim Sum,French,medium,Upper East Side,6:09 AM,1:14 PM,3.2,true
954,The Moroccan Tagine,American,medium,Bedford-Stuyvesant,11:40 AM,6:48 PM,2.5,false
955,The BBQ Pit,Chinese,medium,Bushwick,6:59 AM,12:19 PM,3.5,true
956,The Sweet Tooth,Mediterranean,expensive,Jackson Heights,9:34 AM,6:05 PM,1.5,false
957,The Moroccan Tagine,Italian,expensive,Park Slope,11:37 AM,2:04 PM,4.0,false
958,The Pancake Palace,Mediterranean,medium,Greenwich Village,9:53 AM,10:24 PM,2.2,true
959,The Belgian Waffle Cart,Mediterranean,cheap,Bushwick,8:50 AM,10:49 PM,0.9,true
960,The Spice Route,Spanish,cheap,Long Island City,11:00 AM,6:56 PM,3.7,true
961,The Thai Orchid,Korean,medium,Bedford-Stuyvesant,7:01 AM,7:49 PM,0.4,true
962,The Coffee Bean,Indian,cheap,Williamsburg,10:23 AM,6:12 PM,1.3,false
963,The Vietnamese Pho,Korean,medium,Jackson Heights,8:43 AM,8:44 PM,4.7,false
964,The Peruvian Ceviche,Mediterranean,expensive,Jackson Heights,6:42 AM,10:21 PM,2.6,false
965,The Moroccan Tagine,Mediterranean,expensive,Upper East Side,7:58 AM,10:34 PM,0.1,true
966,The Pasta Place,American,medium,Washington Heights,11:13 AM,8:12 PM,2.4,false
967,The Sandwich Shop,Brazilian,expensive,Long Island City,7:18 AM,4:47 PM,0.3,false
968,The Pasta Place,Indian,cheap,Bushwick,11:16 AM,4:17 PM,1.5,false
969,The BBQ Pit,American,cheap,Bushwick,10:23 AM,3:32 PM,2.0,true
970,The BBQ Pit,Mexican,medium,Hell's Kitchen,8:16 AM,9:26 PM,2.5,true
971,The Indonesian Satay House,Turkish,expensive,Bedford-Stuyvesant,8:52 AM,9:08 PM,3.0,false
972,The British Fish and Chips,Japanese,cheap,Lower East Side,8:49 AM,1:15 PM,2.6,false
973,The Malaysian Hawker Stall,Mediterranean,cheap,Washington Heights,8:42 AM,11:58 PM,1.3,false
974,The Japanese Teppanyaki,Spanish,cheap,Long Island City,10:49 AM,3:36 PM,0.3,true
975,The Coffee Bean,American,cheap,Long Island City,8:44 AM,4:48 PM,4.5,true
976,The Veggie Patch,Brazilian,expensive,Long Island City,9:02 AM,8:59 PM,4.7,false
977,The Peruvian Ceviche,Thai,cheap,Upper East Side,10:59 AM,4:37 PM,4.2,true
978,Bella Italia,Mediterranean,medium,Astoria,9:56 AM,2:34 PM,2.1,true
979,The Steakhouse,Vietnamese,cheap,Lower East Side,11:47 AM,9:20 PM,3.4,false
980,The Peruvian Ceviche,Japanese,medium,Lower East Side,10:29 AM,11:15 PM,3.6,false
981,The Hungry Panda,Thai,cheap,Lower East Side,10:11 AM,1:16 PM,2.8,false
982,The Mexican Cantina,Korean,medium,Harlem,10:09 AM,12:54 PM,4.2,false
983,The Thai Orchid,Italian,expensive,Long Island City,8:09 AM,12:14 PM,0.7,true
984,The Indonesian Satay House,Italian,medium,Chelsea,11:48 AM,8:18 PM,2.1,false
985,Pizza Paradise,Brazilian,expensive,Chelsea,7:49 AM,9:22 PM,3.5,false
986,The Spice Route,Mexican,expensive,Bedford-Stuyvesant,10:08 AM,10:11 PM,2.4,false
987,The Indian Curry House,Italian,medium,Park Slope,9:14 AM,8:17 PM,2.0,true
988,The Thai Orchid,Turkish,medium,Park Slope,10:13 AM,10:36 AM,2.4,false
989,The Veggie Patch,Chinese,expensive,Harlem,6:59 AM,6:10 PM,4.6,false
990,The Dutch Pancake House,Vietnamese,medium,Murray Hill,10:50 AM,10:34 AM,4.8,false
991,The Veggie Patch,American,medium,Murray Hill,9:12 AM,3:05 PM,2.4,true
992,The Turkish Kebab,Mediterranean,expensive,Astoria,8:25 AM,9:08 PM,0.1,true
993,The German Beer Hall,Chinese,expensive,Chelsea,9:12 AM,12:26 PM,1.6,false
994,The Ethiopian Injera,Thai,cheap,Murray Hill,11:43 AM,7:02 PM,0.3,true
995,Sushi House,American,cheap,Harlem,10:28 AM,1:21 PM,4.7,false
996,Bella Italia,Mediterranean,expensive,Lower East Side,11:58 AM,7:01 PM,1.3,true
997,The Mediterranean Grill,Brazilian,cheap,Chelsea,11:36 AM,7:09 PM,1.2,true
998,The Canadian Maple,Chinese,cheap,Astoria,8:16 AM,6:56 PM,1.9,false
999,The Mexican Cantina,American,medium,Greenwich Village,9:59 AM,10:05 AM,2.3,true
1000,The Hungry Panda,Indian,cheap,Jackson Heights,8:50 AM,11:04 AM,2.1,true
